Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
OfP3RS7m,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,13:45,Olympiacos Piraeus,Pafos,1.91,2.4,7.5,1.33,3.25,2.63,1.44,7.0,1.1,1.42,4.33,8.5,1.05,11.0,1.25,4.0,1.85,2.0,3.2,1.36,5.5,1.14,2.0,1.75,1.08,1.2,2.75,11.0,19.0,41.0,101.0,6.5,8.0,23.0,51.0,6.5,8.5,21.0,51.0,9.0,12.0,29.0,67.0,401.0
4hsopvJj,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,13:45,Slavia Prague,Bodo/Glimt,2.3,2.5,4.33,1.29,3.5,2.25,1.57,5.5,1.14,1.8,4.0,4.0,1.03,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.57,2.25,1.22,1.22,1.95,17.0,15.0,23.0,41.0,10.0,8.0,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,19.0,41.0,126.0
tnfskY6M,ICELAND 2,PROMOTION,2025-09-17,13:45,Keflavik,Njardvik,2.85,2.5,2.62,1.19,3.99,1.95,1.75,3.66,1.22,2.45,3.8,2.28,0.0,0.0,1.09,6.0,1.33,2.82,1.9,1.8,2.87,1.32,1.33,3.0,1.48,1.22,1.41,21.0,14.0,15.0,26.0,15.0,7.5,9.0,14.0,17.0,9.0,9.0,16.0,31.0,15.0,17.0,26.0,61.0
fmmQBP7e,TURKEY 1,ROUND 3,2025-09-17,14:00,Samsunspor,Kasimpasa,2.3,2.3,4.75,1.33,3.25,2.63,1.44,6.5,1.11,1.68,3.5,4.33,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.73,2.0,1.18,1.25,1.91,12.0,13.0,23.0,51.0,8.0,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,13.0,23.0,41.0,201.0
bZSBk6it,EGYPT 1,ROUND 7,2025-09-17,14:00,Al Masry,Ghazl El Mahallah,2.15,2.05,6.3,1.45,2.55,2.87,1.37,6.3,1.09,1.6,3.3,6.5,1.1,6.0,1.42,2.67,2.22,1.6,3.85,1.22,6.8,1.07,2.15,1.62,1.12,1.29,2.3,6.0,13.5,40.0,175.0,5.1,6.6,20.0,90.0,6.4,8.25,19.5,80.0,11.5,15.0,35.0,120.0,101.0
hhG3ofuP,EGYPT 1,ROUND 7,2025-09-17,14:00,El Gouna,Petrojet,3.3,1.88,3.65,1.55,2.3,3.25,1.3,7.2,1.06,2.55,2.77,3.05,1.12,5.3,1.5,2.4,2.5,1.47,4.4,1.17,7.6,1.05,2.0,1.72,1.38,1.39,1.52,5.3,7.4,14.5,40.0,6.2,5.5,11.0,30.0,11.0,10.25,16.0,45.0,29.0,27.0,45.0,100.0,101.0
YwQJ6fK0,TURKEY 1,ROUND 1,2025-09-17,14:00,Karagumruk,Basaksehir,4.0,2.2,2.63,1.36,3.0,2.75,1.4,8.0,1.08,3.4,3.5,1.91,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.8,1.91,1.8,1.29,1.3,11.0,7.5,9.5,17.0,10.0,7.0,9.0,17.0,19.0,12.0,15.0,26.0,41.0,29.0,34.0,51.0,251.0
Ma6ESysK,TURKEY 1,ROUND 1,2025-09-17,14:00,Fenerbahce,Alanyaspor,1.67,2.88,8.5,1.22,4.0,2.1,1.67,4.5,1.18,1.22,5.5,9.0,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.83,1.83,1.07,1.14,3.75,19.0,29.0,51.0,126.0,9.5,11.0,26.0,51.0,7.5,9.0,21.0,51.0,8.5,11.0,23.0,51.0,251.0
AZXoUQas,SWITZERLAND 1,ROUND 4,2025-09-17,14:00,Lugano,Lausanne,2.63,2.3,3.75,1.3,3.4,2.5,1.5,6.0,1.13,2.01,3.6,3.3,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,1.33,1.29,1.73,13.0,13.0,19.0,34.0,9.5,7.0,12.0,23.0,11.0,9.0,12.0,29.0,19.0,15.0,21.0,41.0,126.0
ABJNTdl1,SWITZERLAND 1,ROUND 4,2025-09-17,14:00,Sion,Servette,3.0,2.3,3.25,1.33,3.25,2.5,1.5,6.5,1.11,2.4,3.4,2.7,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2,1.4,1.3,1.53,13.0,11.0,15.0,29.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,23.0,19.0,23.0,41.0,151.0
EefZq7sJ,ITALY 3,GROUP A,2025-09-17,14:00,Virtus Verona,Inter U23,3.33,2.05,3.0,1.45,2.54,3.0,1.33,8.0,1.06,2.8,3.1,2.5,1.03,9.0,1.36,2.9,2.1,1.66,3.75,1.22,8.0,1.05,1.83,1.83,1.42,1.33,1.37,7.5,7.0,11.0,26.0,7.5,5.0,9.0,21.0,13.0,9.5,14.0,36.0,31.0,26.0,36.0,81.0,151.0
zeA8GmLH,NETHERLANDS 1,ROUND 3,2025-09-17,15:00,Feyenoord,Sittard,1.73,2.75,7.5,1.22,4.0,2.1,1.67,4.5,1.18,1.3,5.25,10.0,1.02,19.0,1.13,6.0,1.48,2.6,2.1,1.67,3.5,1.29,1.75,2.0,1.06,1.17,3.4,19.0,29.0,51.0,101.0,9.0,10.0,26.0,51.0,7.5,8.5,19.0,51.0,9.0,10.0,21.0,51.0,201.0
YDhZutpK,PERU 1,CLAUSURA,2025-09-17,15:00,Sporting Cristal,Alianza Atl.,1.95,2.38,7.0,1.36,3.0,2.63,1.44,7.0,1.1,1.48,3.75,7.5,1.06,10.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,2.0,1.73,1.1,1.25,2.63,11.0,19.0,41.0,81.0,6.5,8.0,23.0,51.0,6.5,8.5,19.0,51.0,9.5,12.0,29.0,51.0,351.0
8IFzXODb,ITALY 3,GROUP C,2025-09-17,15:00,Salernitana,Atalanta U23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SvQCHOCr,BELGIUM 1,ROUND 5,2025-09-17,15:30,Genk,Charleroi,2.25,2.38,4.75,1.3,3.4,2.5,1.5,6.0,1.13,1.7,3.8,4.33,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.67,2.1,1.2,1.25,2.1,15.0,15.0,23.0,51.0,8.5,7.5,15.0,34.0,9.0,8.5,15.0,34.0,15.0,13.0,21.0,41.0,151.0
rBjdDTTg,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,16:00,Ajax,Inter,4.33,2.38,2.4,1.3,3.4,2.5,1.5,6.0,1.13,4.0,3.75,1.85,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,1.67,2.1,1.91,1.25,1.22,13.0,9.0,10.0,15.0,13.0,7.0,8.5,13.0,21.0,13.0,13.0,21.0,41.0,29.0,34.0,41.0,151.0
vJB9FbwJ,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,16:00,PSG,Atalanta,1.91,2.6,6.0,1.29,3.5,2.25,1.57,5.5,1.14,1.45,4.75,6.25,1.03,17.0,1.2,4.5,1.57,2.38,2.5,1.53,4.33,1.22,1.75,2.0,1.13,1.18,2.63,17.0,19.0,34.0,67.0,8.5,9.5,19.0,41.0,8.0,8.5,17.0,41.0,11.0,11.0,21.0,51.0,201.0
ri0dCYQ9,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,16:00,Bayern Munich,Chelsea,2.1,2.5,4.75,1.25,3.75,2.2,1.62,5.0,1.17,1.65,4.2,4.75,1.02,19.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,1.57,2.25,1.18,1.22,2.2,19.0,19.0,29.0,51.0,10.0,8.5,15.0,34.0,10.0,8.5,13.0,34.0,13.0,12.0,19.0,41.0,126.0
SpPx056e,BOLIVIA 1,ROUND 20,2025-09-17,16:00,The Strongest,Independiente,1.57,3.2,8.5,1.17,5.0,1.85,1.95,3.75,1.25,1.17,6.25,10.0,1.01,29.0,1.08,8.0,1.3,3.5,1.73,2.0,2.63,1.44,1.67,2.1,1.06,1.13,4.33,29.0,34.0,51.0,126.0,13.0,13.0,29.0,51.0,9.0,10.0,21.0,51.0,9.0,10.0,21.0,51.0,151.0
C2Ut2r4e,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,16:00,Liverpool,Atl. Madrid,2.05,2.5,5.5,1.29,3.5,2.38,1.53,5.5,1.14,1.57,4.2,5.5,1.03,15.0,1.2,4.5,1.62,2.3,2.63,1.5,4.5,1.2,1.7,2.05,1.14,1.22,2.3,15.0,17.0,29.0,51.0,8.5,8.0,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
rVADsjad,ICELAND 2,PROMOTION,2025-09-17,16:15,Kopavogur,Throttur,2.85,2.5,2.62,1.21,3.8,1.95,1.75,3.88,1.2,2.5,3.75,2.25,0.0,0.0,1.1,5.5,1.38,2.75,1.95,1.75,3.15,1.3,1.36,2.9,1.48,1.22,1.41,21.0,13.0,15.0,26.0,14.0,7.5,8.5,14.0,16.0,9.0,9.5,16.0,26.0,15.0,17.0,26.0,61.0
l0Zvmcim,PERU 1,CLAUSURA,2025-09-17,17:15,Comerciantes Unidos,Sport Huancayo,3.6,2.02,2.95,1.44,2.6,2.82,1.38,6.2,1.09,2.95,3.15,2.3,1.07,7.0,1.32,3.15,1.93,1.78,3.2,1.31,5.5,1.11,1.72,2.0,1.6,1.32,1.39,7.0,8.0,11.5,24.0,9.0,6.1,9.0,18.5,15.5,10.5,13.0,27.0,37.0,26.0,32.0,60.0,450.0
C07KBd3B,ARGENTINA COPA,QUARTER-FINALS,2025-09-17,18:00,Newells Old Boys,Belgrano,3.8,1.78,3.75,1.7,2.12,3.85,1.25,9.25,1.05,3.05,2.62,2.92,1.17,5.0,1.7,2.18,3.05,1.39,6.0,1.13,11.5,1.04,2.22,1.62,1.42,1.45,1.4,5.0,6.1,13.5,45.0,6.5,5.6,12.5,40.0,15.0,12.5,20.0,65.0,45.0,40.0,65.0,150.0,200.0
0bNpbqy8,BOLIVIA 1,ROUND 20,2025-09-17,19:00,Wilstermann,Nacional Potosi,2.88,2.4,3.1,1.25,3.75,2.2,1.62,5.0,1.17,2.35,3.4,2.57,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.44,2.63,1.44,1.3,1.53,17.0,13.0,17.0,29.0,13.0,7.0,11.0,19.0,15.0,10.0,11.0,23.0,26.0,17.0,21.0,29.0,101.0
j72XXzlD,COPA SUDAMERICANA,PLAY OFFS,2025-09-17,19:00,Bolivar (Bol),Atletico-MG (Bra),2.25,2.38,4.75,1.3,3.4,2.5,1.5,6.0,1.13,1.73,4.0,4.5,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.73,2.0,1.18,1.22,2.05,13.0,15.0,23.0,51.0,8.0,7.5,15.0,34.0,9.0,8.5,15.0,34.0,13.0,13.0,23.0,41.0,201.0
UqbvFeBE,PARAGUAY 1,CLAUSURA,2025-09-17,19:00,Cerro Porteno,Atl. Tembetary,1.8,2.5,8.0,1.33,3.25,2.5,1.5,6.0,1.13,1.33,4.33,10.0,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.0,1.17,2.1,1.67,1.06,1.2,3.25,12.0,21.0,41.0,101.0,7.0,8.5,29.0,67.0,6.5,9.0,21.0,67.0,8.5,12.0,29.0,67.0,301.0
tQYsALBc,BRAZIL 1,ROUND 12,2025-09-17,19:30,Botafogo RJ,Mirassol,2.25,2.2,5.5,1.4,2.75,3.0,1.36,8.0,1.08,1.67,3.8,5.25,1.07,9.0,1.36,3.2,2.08,1.73,3.75,1.29,8.0,1.08,2.0,1.75,1.17,1.25,2.15,9.5,12.0,23.0,51.0,6.0,7.0,17.0,41.0,7.5,8.5,19.0,41.0,13.0,15.0,29.0,67.0,401.0
0dpT0L4j,USA 1,-,2025-09-17,20:30,New York City,Columbus Crew,2.75,2.4,3.4,1.29,3.5,2.25,1.57,5.5,1.14,2.15,3.6,3.1,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.5,2.5,1.36,1.29,1.67,17.0,13.0,19.0,34.0,11.0,7.0,11.0,21.0,13.0,9.0,11.0,23.0,21.0,15.0,21.0,34.0,101.0
IZiV5efE,BOLIVIA 1,ROUND 20,2025-09-17,21:00,Academia del Balompie,GV San Jose,2.75,2.3,3.4,1.3,3.4,2.5,1.5,6.0,1.13,2.15,3.4,3.0,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,1.36,1.3,1.67,13.0,12.0,17.0,34.0,10.0,7.0,11.0,21.0,12.0,9.5,12.0,26.0,21.0,17.0,23.0,41.0,126.0
jDkVdJ6t,COPA SUDAMERICANA,PLAY OFFS,2025-09-17,21:30,Ind. del Valle (Ecu),Once Caldas (Col),2.2,2.25,6.0,1.36,3.0,2.75,1.4,8.0,1.08,1.6,3.9,5.75,1.06,10.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.91,1.8,1.14,1.25,2.3,10.0,13.0,29.0,51.0,6.5,7.5,17.0,41.0,7.0,8.5,17.0,41.0,11.0,13.0,29.0,51.0,351.0
2Tr5zK7s,PERU 1,CLAUSURA,2025-09-17,21:30,Cienciano,Sport Boys,1.95,2.4,6.5,1.33,3.25,2.5,1.5,6.5,1.11,1.48,4.75,6.0,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.91,1.8,1.13,1.18,2.63,13.0,15.0,34.0,67.0,7.0,9.0,19.0,41.0,7.0,8.5,21.0,41.0,10.0,12.0,26.0,51.0,351.0
pnZtlmvB,COPA LIBERTADORES,PLAY OFFS,2025-09-17,21:30,River Plate (Arg),Palmeiras (Bra),3.25,1.95,4.0,1.53,2.38,3.75,1.25,11.0,1.05,2.45,3.1,3.1,1.1,7.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.1,1.67,1.36,1.36,1.53,6.5,7.5,13.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,19.0,41.0,23.0,23.0,41.0,67.0,501.0
naas5h6k,MEXICO 1,APERTURA,2025-09-17,22:05,Guadalajara Chivas,Tigres UANL,3.25,2.2,3.25,1.4,2.75,2.75,1.4,8.0,1.08,2.57,3.25,2.57,1.06,10.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.7,2.05,1.44,1.33,1.44,10.0,9.0,13.0,26.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
AHzZDw8b,USA 1,-,2025-09-17,22:30,Real Salt Lake,Los Angeles FC,3.4,2.3,2.75,1.3,3.4,2.5,1.5,6.0,1.13,3.0,3.6,2.15,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,1.67,1.29,1.36,15.0,10.0,12.0,21.0,12.0,7.0,9.0,17.0,17.0,11.0,12.0,23.0,34.0,21.0,26.0,41.0,126.0
